-4.296525832933444811e+00,-6.400724740626862364e+00
3.965836882190806278e+01,5.751314763497040161e+01
6.343019946884387394e+01,8.882180470621479174e+01
6.164464233974804586e+01,8.036525361612027041e+01
4.583382340812708833e+01,5.323933664403040211e+01
3.294118880324068499e+01,3.575071808928193207e+01
3.130537772361260807e+01,3.903158680555586102e+01
3.631743237859618745e+01,5.128071073570360028e+01
3.791774215599038200e+01,5.348490491044017148e+01
3.127252114901182978e+01,3.934473291862463640e+01
2.047188360006142105e+01,2.015754455116750066e+01
1.313774920831468940e+01,1.183124662715283293e+01
1.258935127216716054e+01,1.857648223984645242e+01
1.536423114423496195e+01,2.945379890248852917e+01
1.552929610747954037e+01,2.992439300342050146e+01
1.057274142168697573e+01,1.596224702948975960e+01
3.096077242551028785e+00,-2.881561208171321109e+00
-2.474976352330513496e+00,-1.322233375675761380e+01
-4.122690150997650349e+00,-1.001718206856373428e+01
-3.299710909077269161e+00,1.894291526412696103e-01
-2.555213999508910483e+00,6.668553073744300619e+00
-2.781762905875365455e+00,4.391079377352971491e+00
-2.846230220988047677e+00,-2.765951890850560702e+00
-1.460579638868689356e+00,-7.201252158185559082e+00
1.032988991569047776e+00,-5.120235253611649107e+00
2.768929511663279275e+00,6.082817955815269517e-01
1.989607247168406090e+00,3.849425392378270416e+00
-1.551397350909090367e+00,6.846218362007050473e-01
-6.588057892463655030e+00,-8.030620115081081423e+00
-1.136729495716717153e+01,-1.829852842814420555e+01
-1.454333736546760036e+01,-2.619545683703976380e+01
-1.536498893567009461e+01,-2.964642196876588187e+01
-1.358399591062285161e+01,-2.822534922325452555e+01
-9.704971064358312915e+00,-2.257713765625505431e+01
-5.426999538492392361e+00,-1.463641563533196788e+01
-3.411596240421399528e+00,-7.872899302465160787e+00
-5.858256785517252041e+00,-6.024993341444170092e+00
-1.262314200418555110e+01,-1.036893558291775719e+01
-2.052559935270357627e+01,-1.780851768120133016e+01
-2.492804717187442520e+01,-2.222875016482735333e+01
-2.285607141633299477e+01,-1.891246228533357154e+01
-1.537039625480230676e+01,-8.675318446868750755e+00
-7.133176239936337204e+00,2.067418556440077992e+00
-3.190681500364237255e+00,5.953982643886808646e+00
-5.295382045195636600e+00,5.476227218881589698e-01
-1.062044455312410030e+01,-9.459898508718694643e+00
-1.389988331172007818e+01,-1.573522399768152980e+01
-1.130736371772183269e+01,-1.273418975000419273e+01
-3.049141843360517523e+00,-1.821333989843927359e+00
7.189965421725950989e+00,1.018897531604311624e+01
1.518962548292419790e+01,1.659603295085716823e+01
1.896433791323344664e+01,1.568198601800181891e+01
1.927818663367945007e+01,1.102099261764131199e+01
1.798370256642408549e+01,7.551490966575363117e+00
1.608219151787280410e+01,7.323355837150651304e+00
1.331077946509924104e+01,8.666720399790735385e+00
9.336043670262546001e+00,8.997772898779288653e+00
5.021977281432262075e+00,8.035971174203783818e+00
2.260810231386540359e+00,8.082829456875559870e+00
2.399515907897237899e+00,1.117379343178053475e+01
